,Team Name,Team Region,Shots,Goals,Saves,Assists,Time at Full Boost,Total Distance Moved,Time at Supersonic Speed,Time in High Air,Powerslide Distance,Demos Inflicted,Demos Taken,Score,Winner,Demos Per Goal,ShotsPerGoal
567,HAWKS ESPORTS,Middle East & North Africa,37.0,12.0,27.0,11.0,281.72,6257625.0,772.75,235.42,754.0,9.0,19.0,3,True,0.75,3.08
568,SUDOR ESPORTS,Middle East & North Africa,40.0,9.0,31.0,8.0,416.42,6811195.0,969.29,263.88,1028.0,7.0,16.0,3,True,0.78,4.44
569,SLEEPING,Middle East & North Africa,53.0,6.0,27.0,6.0,484.6,6625707.0,660.77,278.53,694.0,16.0,7.0,2,False,2.67,8.83
570,ANKAA,Middle East & North Africa,22.0,10.0,4.0,8.0,462.77,4754982.0,524.04,182.97,501.0,16.0,4.0,3,True,1.6,2.2
571,TORNADO,Middle East & North Africa,8.0,3.0,9.0,2.0,244.48,4483633.0,415.1,176.78,665.0,4.0,16.0,0,False,1.33,2.67
572,THE EVIL ESPORTS,Middle East & North Africa,21.0,9.0,19.0,6.0,331.73,7734893.0,812.94,286.85,1137.0,12.0,15.0,3,True,1.33,2.33
573,INVADERS,Middle East & North Africa,45.0,7.0,10.0,6.0,663.29,7966245.0,789.4,353.31,1177.0,15.0,12.0,2,False,2.14,6.43
574,OWLARMY,Middle East & North Africa,36.0,8.0,26.0,7.0,399.27,9467453.0,1245.18,394.44,1660.0,11.0,13.0,2,False,1.38,4.5
575,YOU'RE THROWING,Middle East & North Africa,47.0,14.0,21.0,11.0,689.17,9218473.0,1142.46,371.7,979.0,13.0,11.0,3,True,0.93,3.36
576,THE DEADLY BOYZ,Middle East & North Africa,41.0,13.0,14.0,12.0,490.61,5900953.0,593.14,301.11,549.0,6.0,8.0,3,True,0.46,3.15
577,MSHEIREB ESPORTS,Middle East & North Africa,17.0,3.0,22.0,3.0,296.88,5995623.0,684.45,211.63,845.0,8.0,6.0,1,False,2.67,5.67
578,SANDROCK GAMING,Middle East & North Africa,41.0,12.0,10.0,10.0,550.33,4885219.0,534.61,251.81,475.0,14.0,6.0,3,True,1.17,3.42
579,YOU'RE THROWING,Middle East & North Africa,14.0,2.0,22.0,2.0,294.61,4582785.0,453.82,220.15,593.0,6.0,14.0,0,False,3.0,7.0
580,TEAM FALCONS,Middle East & North Africa,34.0,11.0,5.0,9.0,307.22,4890961.0,643.67,199.52,822.0,13.0,7.0,3,True,1.18,3.09
581,THE EVIL ESPORTS,Middle East & North Africa,8.0,2.0,19.0,1.0,204.6,4548385.0,502.55,197.5,615.0,7.0,13.0,0,False,3.5,4.0
582,ANKAA,Middle East & North Africa,34.0,10.0,11.0,9.0,287.69,4701820.0,505.91,186.55,549.0,9.0,7.0,3,True,0.9,3.4
583,SUDOR ESPORTS,Middle East & North Africa,16.0,3.0,18.0,2.0,275.21,4844368.0,664.28,154.5,751.0,7.0,9.0,0,False,2.33,5.33
584,THE DEADLY BOYZ,Middle East & North Africa,33.0,9.0,19.0,7.0,290.83,4547779.0,539.35,147.63,476.0,8.0,14.0,3,True,0.89,3.67
585,HAWKS ESPORTS,Middle East & North Africa,29.0,6.0,23.0,5.0,201.72,4506571.0,519.37,179.58,568.0,14.0,8.0,1,False,2.33,4.83
586,OWLARMY,Middle East & North Africa,34.0,13.0,21.0,9.0,221.42,6435835.0,767.75,230.12,1145.0,12.0,18.0,3,True,0.92,2.62
587,SLOW GANG,Middle East & North Africa,43.0,12.0,12.0,9.0,374.75,6504806.0,822.22,223.48,970.0,18.0,12.0,1,False,1.5,3.58
588,INVADERS,Middle East & North Africa,23.0,8.0,16.0,4.0,372.57,4507511.0,411.65,208.98,692.0,14.0,15.0,3,True,1.75,2.88
